"","cell","trait","Prop._SNPs","Prop._h2","Prop._h2_std_error","Enrichment","Enrichment_std_error","Enrichment_p","Coefficient","Coefficient_std_error","Coefficient_z.score","p_zcore","FDR"
"1","L2_3_IT.NMF3","ADHD",0.160815707146882,0.201111393890587,0.0115801279057095,1.25057059076264,0.0720086869072603,0.000595514687240695,1.3232392030874e-09,2.60728422531746e-09,0.507516284660634,0.61179261315057,0.711288297642186
"5","L2_3_IT.NMF3","Alzheimer Disease",0.160815707146882,0.150697892798602,0.0191069562390623,0.937084414652116,0.118812748941314,0.596819947457276,9.16169474058949e-10,5.9988265431021e-10,1.52724781667913,0.126699400138249,0.229699631905314
"6","L2_3_IT.NMF3","Anorexia",0.160815707146882,0.197869708181473,0.0163651590337021,1.23041282280187,0.10176343669437,0.0293816027709098,4.89143014273383e-09,5.88178770243515e-09,0.831623035409576,0.405621755561796,0.526890115472023
"7","L2_3_IT.NMF3","Autism",0.160815707146882,0.226830334014507,0.0188805235873954,1.41049862627741,0.117404723222407,0.00136860088871053,1.16953714693363e-08,5.10989054028778e-09,2.2887714281014,0.0220926363894335,0.0606795026717956
"8","L2_3_IT.NMF3","BMI",0.160815707146882,0.207104885152178,0.0076638038429923,1.28783990585582,0.0476558165801088,1.91853580735936e-09,6.2172636526403e-09,2.24519341989732e-09,2.76914389537301,0.0056203806517712,0.0198088940454034
"9","L2_3_IT.NMF3","Bipolar",0.160815707146882,0.242426802082075,0.0116679069143413,1.50748211342722,0.0725545229464701,2.26406864633264e-11,1.55047464736789e-08,2.99026442512251e-09,5.18507538778738,2.15927503648988e-07,4.35309847356359e-06
"14","L2_3_IT.NMF3","Epilepsy",0.160815707146882,0.235774705248832,0.017860709198946,1.46611739258458,0.111063213387688,6.4368407701029e-05,5.30542160314203e-08,1.45501052472423e-08,3.64631149602687,0.000266031467441278,0.00150651527629668
"15","L2_3_IT.NMF3","Age of smoking",0.160815707146882,0.215963072712045,0.0135411087419431,1.34292275638718,0.084202650239726,4.41438255541655e-05,1.69534612758798e-09,9.08960602435648e-10,1.86514808567625,0.0621606499999533,0.133884476922976
"16","L2_3_IT.NMF3","Cigarettes per day",0.160815707146882,0.206110385257653,0.0119953766864976,1.2816558090896,0.0745908275958491,6.70561843291328e-05,3.47091285013511e-09,1.32273725454446e-09,2.6240380228275,0.00868940840201213,0.0283460312920007
"17","L2_3_IT.NMF3","Drinks per week",0.160815707146882,0.20843963661958,0.0112162686319823,1.29613978831807,0.0697461014908066,2.0367837760033e-05,1.60066488704465e-09,6.54431987939005e-10,2.44588424243381,0.0144497385465976,0.042218366536146
"18","L2_3_IT.NMF3","Smoking cessation",0.160815707146882,0.212771171233603,0.0107507877094834,1.32307456161149,0.0668516023727963,1.14789414949241e-06,2.79362239288886e-09,1.06737788919954e-09,2.61727586935859,0.00886346753590369,0.0288205654070675
