"id","label"
25806,"DAPI"
25153,"DAPI"
21628,"OLIG2"
21492,"OLIG2"
21441,"OLIG2"
24917,"DAPI"
46241,"GFAP"
45945,"GFAP"
45505,"GFAP"
33268,"GFAP"
31568,"TMEM119"
47156,"DAPI"
42990,"AF"
42620,"AF"
42905,"AF"
31443,"TMEM119"
31169,"GFAP"
30549,"TMEM119"
24280,"TMEM119"
7030,"NeuN"
6846,"NeuN"
28066,"TMEM119"
26316,"TMEM119"
26005,"TMEM119"
25895,"TMEM119"
23086,"DAPI"
16925,"DAPI"
12093,"DAPI"
15943,"AF"
21025,"OLIG2"
20784,"OLIG2"
7225,"NeuN"
7173,"NeuN"
9350,"AF"
4168,"AF"
684,"AF"
856,"AF"
44304,"DAPI"
37741,"GFAP"
32471,"GFAP"
31240,"GFAP"
30818,"GFAP"
39833,"AF"
40410,"AF"
42345,"AF"
41351,"AF"
22790,"TMEM119"
23035,"TMEM119"
24425,"TMEM119"
24140,"TMEM119"
31227,"GFAP"
8977,"DAPI"
30487,"GFAP"
30439,"TMEM119"
29284,"TMEM119"
28442,"GFAP"
28423,"GFAP"
28351,"GFAP"
32461,"GFAP"
48790,"GFAP"
47690,"GFAP"
47641,"GFAP"
47575,"GFAP"
47055,"GFAP"
51026,"DAPI"
51226,"DAPI"
19107,"AF"
18583,"AF"
17695,"AF"
14490,"AF"
12130,"AF"
8129,"DAPI"
11109,"AF"
6380,"AF"
36998,"NeuN"
37133,"NeuN"
37975,"NeuN"
38621,"NeuN"
39138,"NeuN"
40873,"OLIG2"
40483,"OLIG2"
40233,"OLIG2"
39094,"DAPI"
41310,"AF"
36648,"NeuN"
36021,"NeuN"
35114,"NeuN"
34245,"NeuN"
34208,"NeuN"
34513,"NeuN"
33540,"NeuN"
24020,"DAPI"
25922,"DAPI"
32689,"DAPI"
33011,"DAPI"
33530,"DAPI"
35185,"NeuN"
35319,"NeuN"
31952,"DAPI"
25332,"DAPI"
40055,"NeuN"
43266,"OLIG2"
43158,"OLIG2"
40463,"NeuN"
42844,"OLIG2"
40326,"NeuN"
43676,"OLIG2"
43320,"OLIG2"
43359,"OLIG2"
44767,"OLIG2"
44526,"OLIG2"
44598,"OLIG2"
46687,"TMEM119"
45131,"OLIG2"
44916,"OLIG2"
44641,"OLIG2"
44004,"OLIG2"
51831,"TMEM119"
51508,"TMEM119"
50422,"TMEM119"
49842,"TMEM119"
49157,"TMEM119"
27632,"GFAP"
27410,"GFAP"
27369,"GFAP"
26439,"GFAP"
25596,"GFAP"
25452,"TMEM119"
21760,"TMEM119"
23392,"TMEM119"
24093,"TMEM119"
22781,"TMEM119"
21218,"TMEM119"
23431,"TMEM119"
23880,"TMEM119"
24585,"TMEM119"
24176,"TMEM119"
27853,"TMEM119"
28257,"GFAP"
27804,"TMEM119"
28375,"GFAP"
28123,"TMEM119"
27850,"TMEM119"
32988,"TMEM119"
32059,"TMEM119"
30222,"TMEM119"
28659,"TMEM119"
34592,"GFAP"
32190,"GFAP"
30053,"GFAP"
29930,"GFAP"
19299,"GFAP"
19118,"GFAP"
17936,"GFAP"
17485,"GFAP"
15970,"GFAP"
12633,"GFAP"
23332,"TMEM119"
24189,"TMEM119"
25016,"TMEM119"
22941,"GFAP"
23462,"GFAP"
24844,"GFAP"
32471,"GFAP"
31724,"GFAP"
30289,"GFAP"
28606,"GFAP"
28602,"TMEM119"
17704,"TMEM119"
17679,"TMEM119"
17261,"TMEM119"
16912,"TMEM119"
16266,"TMEM119"
15577,"TMEM119"
15275,"TMEM119"
16166,"TMEM119"
22960,"TMEM119"
22630,"TMEM119"
20331,"TMEM119"
20085,"TMEM119"
25915,"TMEM119"
25869,"TMEM119"
25740,"TMEM119"
25058,"TMEM119"
24624,"TMEM119"
23610,"TMEM119"
36008,"TMEM119"
36011,"TMEM119"
35903,"TMEM119"
34174,"TMEM119"
35024,"TMEM119"
38616,"TMEM119"
37834,"TMEM119"
37800,"TMEM119"
37702,"TMEM119"
36887,"TMEM119"
38574,"TMEM119"
39400,"TMEM119"
39075,"TMEM119"
30725,"TMEM119"
30374,"TMEM119"
29850,"TMEM119"
29798,"TMEM119"
29286,"TMEM119"
27502,"TMEM119"
29249,"TMEM119"
29113,"TMEM119"
32868,"TMEM119"
32764,"TMEM119"
32465,"TMEM119"
32300,"TMEM119"
35188,"TMEM119"
34645,"TMEM119"
34626,"TMEM119"
34363,"TMEM119"
34015,"TMEM119"
30561,"OLIG2"
31105,"OLIG2"
31257,"OLIG2"
32712,"OLIG2"
31109,"OLIG2"
30890,"OLIG2"
32921,"OLIG2"
32807,"OLIG2"
25931,"OLIG2"
25868,"OLIG2"
26022,"OLIG2"
25841,"OLIG2"
25679,"OLIG2"
25582,"OLIG2"
25514,"OLIG2"
27340,"OLIG2"
27255,"OLIG2"
26952,"OLIG2"
27794,"OLIG2"
29178,"OLIG2"
29248,"OLIG2"
29938,"NeuN"
28770,"NeuN"
28032,"NeuN"
27336,"NeuN"
30566,"OLIG2"
30048,"NeuN"
30153,"NeuN"
30137,"NeuN"
23902,"OLIG2"
23584,"NeuN"
23521,"OLIG2"
23379,"OLIG2"
23311,"OLIG2"
23163,"OLIG2"
23082,"OLIG2"
22747,"OLIG2"
22679,"OLIG2"
22566,"OLIG2"
22501,"OLIG2"
24599,"NeuN"
24563,"OLIG2"
24489,"OLIG2"
24453,"NeuN"
24288,"OLIG2"
24392,"OLIG2"
24398,"OLIG2"
29341,"NeuN"
28750,"NeuN"
28722,"NeuN"
28433,"NeuN"
27816,"NeuN"
27470,"NeuN"
29767,"NeuN"
29559,"NeuN"
29388,"NeuN"
27904,"NeuN"
27316,"NeuN"
27111,"NeuN"
28493,"NeuN"
30984,"NeuN"
30681,"NeuN"
30311,"NeuN"
30092,"NeuN"
30028,"NeuN"
32643,"OLIG2"
32592,"OLIG2"
32280,"OLIG2"
32204,"OLIG2"
32155,"OLIG2"
31983,"OLIG2"
31812,"OLIG2"
25843,"NeuN"
24980,"GFAP"
25616,"NeuN"
26196,"GFAP"
33485,"NeuN"
26409,"GFAP"
35047,"GFAP"
32112,"NeuN"
31885,"NeuN"
31671,"NeuN"
37499,"OLIG2"
36310,"NeuN"
35986,"NeuN"
35907,"GFAP"
35832,"NeuN"
35617,"NeuN"
35613,"NeuN"
35820,"OLIG2"
36126,"OLIG2"
35419,"OLIG2"
37970,"GFAP"
37305,"GFAP"
36693,"GFAP"
30487,"GFAP"
30384,"GFAP"
39885,"NeuN"
39993,"NeuN"
40526,"NeuN"
40618,"NeuN"
40401,"NeuN"
41175,"OLIG2"
40906,"OLIG2"
41188,"OLIG2"
40584,"OLIG2"
40267,"NeuN"
40877,"NeuN"
40822,"NeuN"
40735,"NeuN"
40651,"NeuN"
40136,"NeuN"
38288,"GFAP"
39585,"NeuN"
39109,"NeuN"
40476,"OLIG2"
42008,"NeuN"
41767,"NeuN"
41697,"NeuN"
41001,"NeuN"
40893,"NeuN"
39214,"OLIG2"
39213,"OLIG2"
41692,"NeuN"
41518,"NeuN"
41656,"GFAP"
42042,"GFAP"
38535,"OLIG2"
38794,"OLIG2"
38934,"OLIG2"
38850,"OLIG2"
43074,"NeuN"
43053,"NeuN"
41250,"NeuN"
40941,"NeuN"
41020,"NeuN"
37929,"OLIG2"
37890,"OLIG2"
37049,"OLIG2"
36993,"OLIG2"
37012,"OLIG2"
37236,"OLIG2"
36002,"OLIG2"
36825,"OLIG2"
38817,"OLIG2"
37998,"OLIG2"
40608,"OLIG2"
39967,"OLIG2"
39601,"OLIG2"
38923,"OLIG2"
41775,"GFAP"
33162,"GFAP"
34393,"GFAP"
35313,"GFAP"
41595,"NeuN"
41129,"GFAP"
41754,"GFAP"
40700,"GFAP"
42934,"GFAP"
42367,"GFAP"
43015,"GFAP"
40660,"GFAP"
43051,"NeuN"
43442,"NeuN"
45533,"GFAP"
43996,"NeuN"
43543,"NeuN"
43511,"NeuN"
42948,"NeuN"
42686,"NeuN"
46502,"GFAP"
46503,"GFAP"
46604,"GFAP"
46790,"GFAP"
46680,"GFAP"
46698,"GFAP"
47055,"GFAP"
47144,"GFAP"
46907,"GFAP"
45771,"GFAP"
45900,"NeuN"
45704,"NeuN"
45099,"NeuN"
47499,"GFAP"
47446,"GFAP"
47321,"GFAP"
43883,"NeuN"
43236,"NeuN"
48226,"GFAP"
48085,"GFAP"
48036,"GFAP"
47690,"GFAP"
48524,"GFAP"
48387,"GFAP"
48889,"GFAP"
48790,"GFAP"
49070,"GFAP"
