id,label
48502,Dapi
46189,Dapi
46053,Dapi
46039,Dapi
45763,Dapi
46338,Dapi
46218,Dapi
50043,Dapi
50034,Dapi
50014,Dapi
48917,Dapi
48782,Dapi
48684,Dapi
35134,Dapi
34569,Dapi
34475,Dapi
34383,Dapi
31559,Dapi
31378,Dapi
31176,Dapi
19460,AF
18030,AF
16231,AF
31760,Dapi
31612,Dapi
31500,Dapi
52927,Dapi
52850,Dapi
52846,Dapi
52633,Dapi
50705,Dapi
50560,Dapi
19914,Dapi
19990,Dapi
19788,Dapi
14801,Dapi
15129,AF
14688,AF
4651,AF
1714,AF
1569,AF
106,AF
8636,AF
7973,AF
7176,AF
7043,AF
6872,AF
5476,AF
8594,AF
12764,AF
12165,AF
11203,AF
9134,AF
12924,AF
8232,Dapi
8036,Dapi
7907,Dapi
7551,Dapi
7513,Dapi
7342,Dapi
7389,Dapi
10120,Dapi
9648,Dapi
9569,Dapi
8557,Dapi
10411,Dapi
3762,Dapi
3751,Dapi
3160,AF
2779,AF
1505,AF
72,Dapi
19263,AF
19998,AF
19892,AF
20250,AF
19866,AF
18349,AF
21032,AF
20757,AF
20481,AF
20438,AF
20101,AF
25367,AF
23878,AF
23852,AF
23610,AF
22822,AF
7601,AF
5120,Dapi
6086,Dapi
6091,Dapi
31084,AF
30728,AF
30687,AF
28016,AF
27710,AF
18943,AF
16385,AF
15820,AF
13133,AF
11707,AF
