"id","label"
279,"GFAP"
317,"GFAP"
2825,"GFAP"
2790,"GFAP"
7791,"NeuN"
6678,"NeuN"
6745,"NeuN"
6875,"NeuN"
6570,"NeuN"
6683,"NeuN"
9217,"NeuN"
8672,"NeuN"
9148,"NeuN"
7365,"GFAP"
7579,"GFAP"
9041,"NeuN"
8973,"NeuN"
9177,"NeuN"
8760,"NeuN"
9460,"NeuN"
9792,"NeuN"
9436,"GFAP"
9070,"GFAP"
24258,"AF"
24186,"AF"
24476,"AF"
24939,"AF"
24668,"AF"
25821,"AF"
25904,"AF"
25910,"AF"
22632,"OLIG2"
22551,"OLIG2"
22408,"OLIG2"
22295,"AF"
22182,"AF"
21864,"AF"
13812,"TMEM119"
13560,"NeuN"
13039,"TMEM119"
12614,"NeuN"
12388,"NeuN"
18466,"AF"
18074,"AF"
17405,"AF"
16359,"AF"
18810,"AF"
19904,"DAPI"
19907,"DAPI"
19828,"DAPI"
19822,"DAPI"
19793,"DAPI"
19643,"DAPI"
22368,"AF"
21690,"DAPI"
21641,"DAPI"
20507,"GFAP"
20225,"DAPI"
23504,"AF"
23583,"AF"
22690,"OLIG2"
23187,"OLIG2"
22983,"OLIG2"
28269,"NeuN"
28216,"NeuN"
27732,"GFAP"
27047,"GFAP"
30051,"DAPI"
26846,"DAPI"
26435,"DAPI"
26449,"DAPI"
28095,"AF"
14843,"GFAP"
13404,"OLIG2"
13225,"OLIG2"
12550,"OLIG2"
12547,"OLIG2"
14247,"GFAP"
28738,"OLIG2"
28478,"OLIG2"
27951,"OLIG2"
27790,"OLIG2"
27524,"OLIG2"
28371,"GFAP"
28713,"GFAP"
30592,"DAPI"
30637,"DAPI"
31463,"OLIG2"
29231,"OLIG2"
28938,"OLIG2"
24072,"TMEM119"
33380,"GFAP"
32776,"GFAP"
33074,"DAPI"
33472,"DAPI"
33626,"DAPI"
24044,"TMEM119"
23763,"TMEM119"
23094,"TMEM119"
22897,"TMEM119"
21496,"TMEM119"
20984,"OLIG2"
20045,"TMEM119"
14981,"OLIG2"
16390,"OLIG2"
15190,"OLIG2"
17071,"GFAP"
5024,"DAPI"
5399,"DAPI"
4459,"DAPI"
20423,"TMEM119"
18159,"TMEM119"
18013,"TMEM119"
17321,"TMEM119"
16921,"TMEM119"
17961,"GFAP"
31775,"GFAP"
15328,"TMEM119"
14682,"TMEM119"
14629,"TMEM119"
