id,gfap,neun,olig2,tmem119,area,y,x,label,label_sample
72,10.656852791878173,0.0040609137055837,0.3411167512690355,2.9532994923857867,985.0,48.263959390862944,2398.8416243654824,DAPI,DAPI_V12N28-333_A1
106,7.6707988980716255,0.0,0.0,5.856060606060606,1452.0,68.29752066115702,7592.347107438017,AF,AF_V12N28-333_A1
153,8.205670350792888,0.1436809226333493,0.0091302258529553,10.588178760211436,2081.0,93.17395482940894,4943.19990389236,TMEM119,TMEM119_V12N28-333_A1
821,10.026402640264026,0.0,0.0,23.35423542354236,909.0,261.9438943894389,4314.207920792079,TMEM119,TMEM119_V12N28-333_A1
831,8.891822827938672,0.0272572402044293,0.0034071550255536,29.24616695059625,1174.0,264.30494037478707,4955.119250425894,TMEM119,TMEM119_V12N28-333_A1
1196,10.245923026744943,0.0828440965427266,3.863666014350946,7.102413568166993,1533.0,347.1252446183953,4408.097847358122,TMEM119,TMEM119_V12N28-333_A1
1505,12.149579831932773,0.0,2.372268907563025,0.0,1190.0,416.281512605042,2245.540336134454,AF,AF_V12N28-333_A1
1569,9.67127659574468,0.0,0.7946808510638298,0.8680851063829788,940.0,428.2372340425532,7974.001063829787,AF,AF_V12N28-333_A1
1714,11.35395814376706,0.0,0.1292083712465878,3.258416742493176,1099.0,465.1383075523202,8151.455868971792,AF,AF_V12N28-333_A1
1726,11.466487935656836,0.0,0.0527256478999106,29.571045576407503,1119.0,469.8543342269884,9771.761394101875,TMEM119,TMEM119_V12N28-333_A1
2159,13.11472275334608,0.0,0.0,23.948374760994263,1046.0,573.0831739961759,9831.077437858508,TMEM119,TMEM119_V12N28-333_A1
2190,12.21735604217356,0.0,0.0,45.87834549878345,1233.0,576.4890510948906,4703.603406326034,TMEM119,TMEM119_V12N28-333_A1
2432,18.158252427184465,0.0,0.0,18.54660194174757,1030.0,626.5825242718447,9963.271844660194,TMEM119,TMEM119_V12N28-333_A1
2453,13.906467661691542,0.0,0.0,49.004975124378106,1005.0,632.347263681592,4790.865671641791,TMEM119,TMEM119_V12N28-333_A1
2652,13.320790216368769,0.0,0.7074317968015051,46.32925682031985,1063.0,686.3650047036689,9907.0442144873,TMEM119,TMEM119_V12N28-333_A1
2742,13.16506717850288,0.0355086372360844,0.0,51.36756238003839,1042.0,705.4289827255278,10150.038387715931,TMEM119,TMEM119_V12N28-333_A1
2779,21.15762711864407,0.0,9.039830508474576,0.5703389830508474,1180.0,714.806779661017,1616.5084745762713,AF,AF_V12N28-333_A1
2842,17.54858934169279,0.1598746081504702,0.0501567398119122,31.197492163009404,957.0,729.576802507837,4870.80355276907,TMEM119,TMEM119_V12N28-333_A1
2864,15.925136944613511,0.0115642118076688,14.348752282410226,15.945222154595251,1643.0,739.0681679853926,8374.230675593426,AF,AF_V12N28-333_A1
2909,13.771004942339374,0.0,0.0263591433278418,76.3492586490939,607.0,746.9192751235585,9978.62273476112,TMEM119,TMEM119_V12N28-333_A1
