id,label
9839,AF
9528,AF
9209,AF
9124,AF
9609,DAPI
9840,DAPI
10210,AF
5029,DAPI
4587,DAPI
3555,AF
3489,AF
2675,AF
8994,DAPI
8845,DAPI
3452,AF
444,DAPI
2448,AF
2545,AF
2770,AF
4107,AF
4439,AF
8156,DAPI
7935,DAPI
7766,DAPI
6435,AF
6284,DAPI
3343,DAPI
3825,DAPI
636,AF
1689,AF
6815,DAPI
16779,AF
14823,AF
14071,AF
9441,AF
9274,DAPI
9201,DAPI
10410,DAPI
11875,DAPI
12557,DAPI
12377,DAPI
11272,AF
11426,AF
12447,AF
13080,AF
16254,DAPI
15886,DAPI
15106,DAPI
13917,DAPI
12840,DAPI
12684,DAPI
589,DAPI
13409,DAPI
14484,DAPI
25387,DAPI
25121,DAPI
23199,DAPI
22676,DAPI
22403,DAPI
21983,AF
19654,DAPI
19532,DAPI
18308,DAPI
17659,DAPI
17593,DAPI
17492,AF
18904,AF
20190,DAPI
19665,DAPI
19492,AF
18793,AF
19362,AF
17327,AF
19185,AF
21411,AF
20334,DAPI
20116,DAPI
20142,DAPI
20260,DAPI
28591,AF
27106,AF
26454,AF
26462,AF
30638,AF
32924,AF
35777,AF
37045,AF
26178,DAPI
25480,DAPI
25625,DAPI
25294,DAPI
25674,DAPI
24045,DAPI
32761,AF
23878,AF
32714,AF
25797,AF
23149,AF
22722,AF
22296,AF
31527,AF
37672,AF
