id,label
14455,DAPI
14349,DAPI
14655,DAPI
14604,DAPI
16404,DAPI
16481,DAPI
16672,DAPI
15798,DAPI
15932,DAPI
26255,GFAP
24081,GFAP
26963,GFAP
26316,GFAP
26570,GFAP
26661,GFAP
22267,GFAP
25040,NeuN
24888,GFAP
22489,GFAP
21960,GFAP
24183,GFAP
27051,GFAP
20329,GFAP
13643,DAPI
14062,AF
15172,AF
13698,DAPI
14439,AF
10727,NeuN
15691,AF
10618,OLIG2
10410,NeuN
9983,NeuN
9912,NeuN
9767,OLIG2
9770,OLIG2
10344,AF
29189,TMEM119
31320,TMEM119
28616,TMEM119
26681,TMEM119
28011,GFAP
26783,GFAP
12881,DAPI
12854,DAPI
12777,DAPI
9907,GFAP
12800,DAPI
12534,DAPI
12438,DAPI
12244,DAPI
10069,NeuN
10076,OLIG2
10477,OLIG2
10626,OLIG2
10439,OLIG2
7097,AF
9952,OLIG2
9721,OLIG2
9703,NeuN
9563,NeuN
9297,NeuN
9065,NeuN
9363,AF
8974,AF
8235,NeuN
8144,NeuN
8014,NeuN
7996,NeuN
8101,NeuN
8095,NeuN
8028,GFAP
7584,GFAP
7923,AF
8723,NeuN
8798,NeuN
8599,NeuN
9244,NeuN
9444,OLIG2
13200,AF
13238,DAPI
9795,OLIG2
10473,AF
13226,DAPI
12525,AF
12491,AF
9977,AF
10851,AF
11120,AF
8325,OLIG2
11161,AF
11847,AF
30162,TMEM119
22927,GFAP
22069,GFAP
13383,AF
6860,OLIG2
6727,OLIG2
1910,TMEM119
1506,TMEM119
1014,TMEM119
226,AF
31800,TMEM119
31623,TMEM119
31138,TMEM119
30916,TMEM119
30615,TMEM119
30596,TMEM119
10200,TMEM119
9904,TMEM119
10163,OLIG2
9412,OLIG2
24410,GFAP
8918,TMEM119
8373,OLIG2
8237,TMEM119
7890,OLIG2
6504,TMEM119
5917,TMEM119
7605,OLIG2
6741,OLIG2
1218,AF
