id,label
2909,TMEM119
2742,TMEM119
2652,TMEM119
2432,TMEM119
2159,TMEM119
4485,TMEM119
4325,TMEM119
4104,TMEM119
3893,TMEM119
3790,TMEM119
3300,TMEM119
4196,TMEM119
5726,TMEM119
5546,TMEM119
4591,GFAP
3932,TMEM119
4760,TMEM119
3153,TMEM119
1726,TMEM119
5729,GFAP
3097,TMEM119
5005,TMEM119
4134,TMEM119
4454,TMEM119
9313,TMEM119
9972,TMEM119
9988,TMEM119
9764,TMEM119
5087,TMEM119
9637,TMEM119
10157,TMEM119
9662,TMEM119
8291,TMEM119
9997,TMEM119
8056,TMEM119
11039,GFAP
10251,GFAP
6998,TMEM119
6972,TMEM119
10928,TMEM119
9774,TMEM119
9071,TMEM119
11622,TMEM119
10063,GFAP
10298,GFAP
12372,GFAP
10342,GFAP
10360,GFAP
12774,TMEM119
12470,TMEM119
12402,TMEM119
11915,TMEM119
11886,TMEM119
11828,TMEM119
16888,TMEM119
14817,TMEM119
14034,TMEM119
13694,TMEM119
13443,TMEM119
19106,GFAP
15342,GFAP
20220,GFAP
13518,GFAP
31170,OLIG2
31719,OLIG2
32460,OLIG2
32745,OLIG2
32009,OLIG2
32529,OLIG2
33361,OLIG2
32697,OLIG2
33547,OLIG2
34591,OLIG2
32683,OLIG2
31196,OLIG2
31179,OLIG2
33071,OLIG2
32743,OLIG2
32433,TMEM119
36682,OLIG2
37106,OLIG2
36793,OLIG2
35860,OLIG2
36941,OLIG2
37222,OLIG2
36528,OLIG2
37364,OLIG2
37024,OLIG2
37691,OLIG2
37675,OLIG2
37600,TMEM119
38754,OLIG2
38707,OLIG2
38714,OLIG2
37947,OLIG2
38361,OLIG2
38431,OLIG2
38136,OLIG2
35875,OLIG2
35710,OLIG2
35046,OLIG2
34854,OLIG2
34560,OLIG2
34556,OLIG2
34384,OLIG2
34521,OLIG2
34413,OLIG2
34734,OLIG2
33432,OLIG2
34325,TMEM119
34227,TMEM119
31760,OLIG2
31500,OLIG2
31605,OLIG2
31746,TMEM119
31225,OLIG2
31236,OLIG2
34046,TMEM119
32717,TMEM119
32258,TMEM119
32402,OLIG2
33250,OLIG2
32547,OLIG2
32903,TMEM119
32773,TMEM119
33005,TMEM119
33059,TMEM119
33018,OLIG2
35167,OLIG2
32966,OLIG2
33826,OLIG2
33961,OLIG2
34400,OLIG2
31726,OLIG2
31336,OLIG2
31233,OLIG2
31240,OLIG2
30918,OLIG2
30812,OLIG2
31329,TMEM119
29746,TMEM119
29916,TMEM119
31985,TMEM119
31612,OLIG2
29730,TMEM119
35424,TMEM119
35238,OLIG2
35207,OLIG2
34957,OLIG2
34889,OLIG2
34532,OLIG2
31287,NeuN
34752,NeuN
31523,NeuN
34058,NeuN
31044,NeuN
35903,NeuN
35807,NeuN
35387,NeuN
35345,NeuN
34340,NeuN
38511,NeuN
38124,NeuN
38038,NeuN
37872,NeuN
37635,NeuN
37119,NeuN
38647,NeuN
38226,NeuN
37121,NeuN
36712,NeuN
36596,NeuN
36544,NeuN
40171,NeuN
40690,NeuN
40631,NeuN
40234,NeuN
40354,NeuN
40127,NeuN
40461,NeuN
39487,NeuN
39695,NeuN
42287,NeuN
41719,NeuN
42142,NeuN
42086,NeuN
42440,NeuN
41906,NeuN
41642,NeuN
41996,NeuN
42541,NeuN
41566,NeuN
41623,NeuN
41891,NeuN
42882,NeuN
42019,NeuN
41746,NeuN
43610,OLIG2
43846,OLIG2
43786,OLIG2
43546,OLIG2
43464,OLIG2
19562,GFAP
18898,GFAP
18722,GFAP
17572,GFAP
17417,GFAP
17371,GFAP
23132,GFAP
23478,GFAP
22890,GFAP
23103,GFAP
24473,TMEM119
21702,TMEM119
21136,TMEM119
20656,TMEM119
20371,TMEM119
24131,GFAP
23587,GFAP
23387,GFAP
23177,GFAP
22012,GFAP
26145,GFAP
27479,GFAP
27835,GFAP
27802,GFAP
28591,GFAP
28897,GFAP
29759,NeuN
28837,TMEM119
42038,NeuN
41933,NeuN
41523,NeuN
42858,NeuN
42398,NeuN
40406,NeuN
