id,label
7558,TMEM119
7828,TMEM119
9956,TMEM119
7824,TMEM119
9598,TMEM119
5811,TMEM119
5080,TMEM119
4923,TMEM119
4726,TMEM119
9941,TMEM119
10032,TMEM119
8671,TMEM119
8918,TMEM119
9904,TMEM119
8906,TMEM119
11656,TMEM119
11622,TMEM119
10834,TMEM119
10200,TMEM119
10171,TMEM119
13212,TMEM119
13120,TMEM119
12678,TMEM119
12127,TMEM119
17856,TMEM119
17777,TMEM119
17364,TMEM119
16972,TMEM119
16480,TMEM119
15746,TMEM119
15607,TMEM119
19999,TMEM119
19961,TMEM119
19034,TMEM119
18520,TMEM119
18191,TMEM119
18634,NeuN
18148,NeuN
17817,GFAP
16844,NeuN
21239,OLIG2
21092,OLIG2
20648,OLIG2
20477,OLIG2
20248,NeuN
19962,OLIG2
20781,GFAP
20109,OLIG2
20325,OLIG2
20047,OLIG2
19900,GFAP
18089,OLIG2
17601,OLIG2
19230,NeuN
19047,GFAP
19016,NeuN
17451,OLIG2
17602,OLIG2
18604,OLIG2
19041,OLIG2
8675,NeuN
8389,NeuN
8828,NeuN
11324,NeuN
8347,NeuN
13634,NeuN
11964,NeuN
11606,NeuN
10697,NeuN
10844,NeuN
14331,NeuN
14370,NeuN
14345,NeuN
14750,NeuN
14476,NeuN
14318,NeuN
14906,NeuN
13795,NeuN
13656,NeuN
13342,NeuN
14810,GFAP
15074,NeuN
14611,NeuN
14354,NeuN
14880,NeuN
15478,NeuN
15265,NeuN
14753,NeuN
16133,NeuN
16026,NeuN
15802,NeuN
15353,NeuN
15124,NeuN
15022,NeuN
22147,TMEM119
22099,TMEM119
21481,TMEM119
21360,TMEM119
25607,TMEM119
25421,TMEM119
25367,TMEM119
24347,TMEM119
20056,NeuN
27340,TMEM119
28157,TMEM119
26457,TMEM119
27961,TMEM119
27290,TMEM119
26574,TMEM119
28550,TMEM119
28206,TMEM119
26825,TMEM119
24260,TMEM119
23560,TMEM119
29994,TMEM119
29569,TMEM119
30562,TMEM119
27943,TMEM119
29096,TMEM119
28552,TMEM119
32037,TMEM119
31800,TMEM119
31382,TMEM119
31138,TMEM119
30755,TMEM119
13948,OLIG2
13820,NeuN
13771,NeuN
13633,NeuN
13375,OLIG2
12007,OLIG2
12590,OLIG2
12546,OLIG2
12397,OLIG2
12149,OLIG2
12582,NeuN
12319,NeuN
12696,NeuN
12255,OLIG2
11975,OLIG2
11947,NeuN
11840,NeuN
11631,NeuN
12236,OLIG2
12286,OLIG2
11611,OLIG2
11691,OLIG2
11623,OLIG2
12426,OLIG2
12810,OLIG2
13004,OLIG2
13608,NeuN
13178,NeuN
13027,NeuN
11703,NeuN
11137,NeuN
10738,NeuN
11456,NeuN
11558,NeuN
14251,NeuN
13652,NeuN
13442,NeuN
13195,NeuN
14027,NeuN
15034,NeuN
14894,NeuN
15031,NeuN
14542,NeuN
15729,OLIG2
15476,NeuN
14930,OLIG2
14631,NeuN
14469,OLIG2
16056,OLIG2
15424,OLIG2
15884,OLIG2
16263,OLIG2
19220,GFAP
19140,NeuN
18766,GFAP
17731,GFAP
16924,NeuN
20691,NeuN
20214,NeuN
19981,NeuN
19897,GFAP
19877,NeuN
19767,GFAP
23327,GFAP
22510,GFAP
22086,GFAP
21889,GFAP
21635,GFAP
24396,OLIG2
24378,GFAP
24183,GFAP
24081,GFAP
23979,GFAP
24798,OLIG2
26063,TMEM119
27051,GFAP
26677,OLIG2
26713,OLIG2
27129,OLIG2
26995,GFAP
30423,OLIG2
30635,GFAP
30018,GFAP
29931,GFAP
25969,TMEM119
31040,OLIG2
31676,OLIG2
31108,GFAP
31739,OLIG2
30747,OLIG2
31335,GFAP
26714,OLIG2
27931,GFAP
28076,GFAP
28852,GFAP
29219,OLIG2
26749,TMEM119
27883,OLIG2
27731,GFAP
26459,OLIG2
27097,OLIG2
25858,TMEM119
29605,OLIG2
29785,OLIG2
29963,OLIG2
29756,GFAP
37203,GFAP
37117,GFAP
33787,GFAP
33074,GFAP
39317,GFAP
39153,GFAP
39171,GFAP
39159,GFAP
39226,GFAP
38544,GFAP
38763,GFAP
38055,GFAP
39557,GFAP
39434,GFAP
22889,GFAP
20863,GFAP
20764,GFAP
19964,NeuN
22872,OLIG2
22762,OLIG2
22095,OLIG2
21530,OLIG2
22858,OLIG2
23086,OLIG2
22873,OLIG2
24112,OLIG2
24061,OLIG2
24054,OLIG2
23743,GFAP
23730,OLIG2
23692,OLIG2
24772,OLIG2
19705,OLIG2
24268,GFAP
24119,GFAP
22856,GFAP
20621,OLIG2
20153,OLIG2
19700,OLIG2
20071,OLIG2
28820,GFAP
27186,GFAP
26783,GFAP
26079,GFAP
25814,GFAP
25128,GFAP
29217,GFAP
29028,GFAP
27917,GFAP
26129,GFAP
25438,GFAP
27125,GFAP
30051,GFAP
30310,GFAP
32901,GFAP
33279,GFAP
32455,GFAP
32591,GFAP
