id,label
2194,DAPI
2175,AF
2056,DAPI
1128,AF
1040,AF
947,AF
3732,AF
3526,AF
3341,DAPI
3312,DAPI
3268,DAPI
3150,DAPI
2957,DAPI
2674,DAPI
3230,DAPI
3186,DAPI
3143,DAPI
3088,DAPI
2678,DAPI
2467,DAPI
3353,DAPI
3707,DAPI
5788,AF
5140,AF
5105,AF
4867,AF
2596,DAPI
2494,DAPI
2487,DAPI
2376,DAPI
9633,AF
9006,AF
7913,AF
6646,AF
731,AF
621,AF
595,AF
593,AF
475,AF
627,AF
604,AF
823,AF
808,AF
749,AF
640,AF
1424,DAPI
970,DAPI
1955,DAPI
2265,DAPI
725,DAPI
628,DAPI
825,AF
748,AF
559,DAPI
651,AF
954,DAPI
969,DAPI
1058,AF
669,AF
2758,DAPI
2637,DAPI
2626,AF
2511,DAPI
2340,DAPI
2285,DAPI
2893,DAPI
3019,DAPI
2110,DAPI
2094,DAPI
1900,DAPI
1386,AF
2236,DAPI
1576,DAPI
1261,DAPI
28495,DAPI
28493,DAPI
28192,DAPI
27909,DAPI
27835,DAPI
23681,AF
23598,AF
23571,AF
23297,AF
23024,AF
22701,AF
23873,AF
24021,AF
26088,DAPI
23724,AF
24195,AF
21754,AF
22124,AF
22207,AF
23439,AF
29421,DAPI
29324,DAPI
29214,DAPI
28851,DAPI
28645,DAPI
30862,DAPI
31142,DAPI
26742,DAPI
26856,DAPI
26655,DAPI
26074,DAPI
26261,DAPI
27098,DAPI
23088,AF
22834,AF
24220,AF
24079,AF
21608,AF
