id,label
25806,DAPI
25153,DAPI
21628,OLIG2
21492,OLIG2
21441,OLIG2
24917,DAPI
46241,GFAP
45945,GFAP
45505,GFAP
33268,GFAP
31568,TMEM119
47156,DAPI
42990,AF
42620,AF
42905,AF
31443,TMEM119
31169,GFAP
30549,TMEM119
24280,TMEM119
7030,NeuN
6846,NeuN
28066,TMEM119
26316,TMEM119
26005,TMEM119
25895,TMEM119
23086,DAPI
16925,DAPI
12093,DAPI
15943,AF
21025,OLIG2
20784,OLIG2
7225,NeuN
7173,NeuN
9350,AF
4168,AF
684,AF
856,AF
44304,DAPI
37741,GFAP
32471,GFAP
31240,GFAP
30818,GFAP
39833,AF
40410,AF
42345,AF
41351,AF
22790,TMEM119
23035,TMEM119
24425,TMEM119
24140,TMEM119
31227,GFAP
8977,DAPI
30487,GFAP
30439,TMEM119
29284,TMEM119
28442,GFAP
28423,GFAP
28351,GFAP
32461,GFAP
48790,GFAP
47690,GFAP
47641,GFAP
47575,GFAP
47055,GFAP
51026,DAPI
51226,DAPI
19107,AF
18583,AF
17695,AF
14490,AF
12130,AF
8129,DAPI
11109,AF
6380,AF
36998,NeuN
37133,NeuN
37975,NeuN
38621,NeuN
39138,NeuN
40873,OLIG2
40483,OLIG2
40233,OLIG2
39094,DAPI
41310,AF
36648,NeuN
36021,NeuN
35114,NeuN
34245,NeuN
34208,NeuN
34513,NeuN
33540,NeuN
24020,DAPI
25922,DAPI
32689,DAPI
33011,DAPI
33530,DAPI
35185,NeuN
35319,NeuN
31952,DAPI
25332,DAPI
40055,NeuN
43266,OLIG2
43158,OLIG2
40463,NeuN
42844,OLIG2
40326,NeuN
43676,OLIG2
43320,OLIG2
43359,OLIG2
44767,OLIG2
44526,OLIG2
44598,OLIG2
46687,TMEM119
45131,OLIG2
44916,OLIG2
44641,OLIG2
44004,OLIG2
51831,TMEM119
51508,TMEM119
50422,TMEM119
49842,TMEM119
49157,TMEM119
