Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to10,Feature log2 fold change topic 3to10
ENSG00000228794,LINC01128,89,2.06892,10,-1.5891,22,-1.1295
ENSG00000188976,NOC2L,89,1.48477,17,-1.2122,33,-0.6585
ENSG00000188290,HES4,89,0.70870,11,-2.4228,60,0.24719
ENSG00000187608,ISG15,89,1.03914,21,-1.2690,46,-0.2564
ENSG00000188157,AGRN,89,2.34974,18,-0.4778,17,-1.6255
ENSG00000078808,SDF4,89,0.60665,62,0.00818,58,-0.3780
ENSG00000176022,B3GALT6,89,2.24704,8,-1.7458,20,-1.2776
ENSG00000160087,UBE2J2,89,1.53385,19,-1.0179,32,-0.7460
ENSG00000131584,ACAP3,89,1.47053,34,-0.1479,32,-0.9558
ENSG00000127054,INTS11,89,1.31750,37,-0.1639,35,-0.8260
ENSG00000107404,DVL1,89,1.65322,28,-0.3092,28,-1.0512
ENSG00000175756,AURKAIP1,89,-1.3098,108,-1.0246,237,1.25727
ENSG00000221978,CCNL2,89,1.09679,40,-0.2178,42,-0.6318
ENSG00000242485,MRPL20,89,-1.2086,140,-0.5260,216,0.90888
ENSG00000235098,ANKRD65,89,1.86106,44,0.57884,22,-1.5928
ENSG00000179403,VWA1,89,1.15826,201,2.85061,20,-2.8526
ENSG00000205090,TMEM240,89,2.50110,3,-3.0824,17,-1.4095
ENSG00000160075,SSU72,89,-0.5826,72,-0.9197,142,0.81339
ENSG00000228594,FNDC10,89,2.52236,2,-3.3786,17,-1.4162
ENSG00000272106,AL691432.2,89,2.92468,13,-0.5347,11,-2.1666
ENSG00000197530,MIB2,89,2.25014,14,-0.9521,19,-1.4157
ENSG00000248333,CDK11B,89,1.35165,40,-0.0114,34,-0.9138
ENSG00000189339,SLC35E2B,89,2.48236,11,-1.1731,16,-1.5934
ENSG00000008128,CDK11A,89,2.04723,35,0.33394,20,-1.6377
ENSG00000215790,SLC35E2A,89,2.56857,12,-0.9354,15,-1.7232
ENSG00000008130,NADK,89,2.12241,14,-0.9756,21,-1.2908
ENSG00000078369,GNB1,89,-2.1925,193,-1.0416,437,1.62570
ENSG00000187730,GABRD,89,0.16479,0,-6.5500,90,0.98786
ENSG00000067606,PRKCZ,89,-0.5791,43,-1.6854,145,1.12847
ENSG00000162585,FAAP20,89,1.10475,38,-0.3000,42,-0.6061
ENSG00000157933,SKI,89,2.52205,16,-0.5585,15,-1.7671
ENSG00000157916,RER1,89,0.51771,61,-0.0892,62,-0.2715
ENSG00000157911,PEX10,89,1.71306,26,-0.3539,27,-1.0878
ENSG00000157870,PRXL2B,89,1.27158,6,-2.7417,41,-0.2392
ENSG00000177133,PRDM16-DT,89,2.01727,2,-3.6192,24,-0.9072
ENSG00000158109,TPRG1L,89,-0.6791,29,-2.3728,158,1.41176
ENSG00000130764,LRRC47,89,0.58089,37,-0.8284,62,-0.0125
ENSG00000116198,CEP104,89,1.68234,67,1.15682,23,-1.7769
ENSG00000198912,C1orf174,89,2.80403,10,-0.9901,13,-1.9417
ENSG00000196581,AJAP1,89,1.35041,19,-1.1328,37,-0.5577
ENSG00000069424,KCNAB2,89,-0.3409,2,-5.6125,127,1.46731
ENSG00000116254,CHD5,89,-0.3911,3,-5.0548,132,1.49558
ENSG00000116251,RPL22,988,0.40755,994,0.41804,714,-0.4738
ENSG00000116237,ICMT,89,1.78170,19,-0.8288,27,-1.0127
ENSG00000097021,ACOT7,89,-1.3725,41,-2.5039,256,1.96047
ENSG00000171680,PLEKHG5,89,2.72884,0,-9.2274,15,-1.5600
ENSG00000162408,NOL9,89,2.12189,11,-1.3150,21,-1.2242
ENSG00000162413,KLHL21,89,1.99247,29,0.03681,21,-1.4683
ENSG00000041988,THAP3,89,2.41153,14,-0.7815,17,-1.6065
ENSG00000007923,DNAJC11,89,2.35165,17,-0.5919,17,-1.5965
ENSG00000171735,CAMTA1,89,-1.4559,104,-1.2272,264,1.44254
ENSG00000049245,VAMP3,89,1.14878,164,2.34836,25,-2.3422
ENSG00000049246,PER3,89,1.31929,58,0.55606,33,-1.1542
ENSG00000116288,PARK7,89,-2.4066,297,-0.6075,498,1.36461
