"","cell","trait","Prop._SNPs","Prop._h2","Prop._h2_std_error","Enrichment","Enrichment_std_error","Enrichment_p","Coefficient","Coefficient_std_error","Coefficient_z.score","p_zcore","FDR"
"1","nmf76","ADHD",0.152700674482932,0.178959370021922,0.0120539559818692,1.17196188312793,0.0789384593269528,0.0293154065240764,4.98633374803591e-09,2.7817497013629e-09,1.79251704263431,0.0730501816876881,0.401474139027377
"5","nmf76","Alzheimer Disease",0.152700674482932,0.181021845724353,0.0256209378461472,1.18546854057666,0.16778536134764,0.257890300806871,-9.67376915625627e-10,7.6110594950909e-10,-1.27101478611431,0.203723388436318,0.600554835996132
"6","nmf76","Anorexia",0.152700674482932,0.138305522842149,0.0158010587568379,0.905729613248091,0.103477334401716,0.359741715346243,-5.39256650089966e-09,5.28734783074299e-09,-1.01990008479202,0.30777584933673,0.688653414055213
"7","nmf76","Autism",0.152700674482932,0.202937110732632,0.0220186997802239,1.3289863415457,0.144195170419402,0.0276549763935741,1.07718864895632e-08,5.66918883314567e-09,1.90007544405365,0.0574232196954764,0.36842791241941
"8","nmf76","BMI",0.152700674482932,0.179953518932406,0.00795828101358919,1.17847232529756,0.0521168687730893,0.000616411995205415,2.33214388019465e-09,2.17591377632682e-09,1.07179976778839,0.283809977440634,0.670060242596526
"9","nmf76","Bipolar",0.152700674482932,0.212573733008017,0.0110546616009568,1.39209426368171,0.0723943207087304,1.43044715002875e-07,9.30535966773049e-09,2.86216411091561e-09,3.25116216510509,0.00114934280352761,0.0544668710180129
"14","nmf76","Epilepsy",0.152700674482932,0.198339544345289,0.0161744608433872,1.29887798476921,0.105922654881234,0.00323917689186559,1.27578316362473e-08,1.24235844691526e-08,1.026904245544,0.304465554983433,0.687227024511954
"15","nmf76","Age of smoking",0.152700674482932,0.191923273730481,0.0138519750588292,1.25685937131819,0.0907132539246084,0.00534754424106248,1.69181382453057e-09,9.14007390664979e-10,1.8509848408334,0.0641717339824591,0.384452280165183
"16","nmf76","Cigarettes per day",0.152700674482932,0.190708006551901,0.0138414329367936,1.24890087877914,0.0906442161022723,0.00910646307236437,1.89761172590579e-09,1.5012218696745e-09,1.26404481858317,0.206213940857464,0.600579287606773
"17","nmf76","Drinks per week",0.152700674482932,0.182019116039157,0.0125044684537184,1.19199942407263,0.0818887571784501,0.0190433930039948,6.80083471514261e-10,7.55093943448745e-10,0.900660742169526,0.367768727758578,0.729752034561568
"18","nmf76","Smoking cessation",0.152700674482932,0.170440063346115,0.0107001168651834,1.11617099219274,0.0700724924851555,0.0978867293602152,-2.00363573340892e-10,1.06003011253862e-09,-0.189016869399162,0.850079595243186,0.955653251686981
"19","nmf76","Smoking initiation",0.152700674482932,0.183973889380429,0.00937590368725362,1.20480076465538,0.0614005387926535,0.00124063879528514,2.35415700900827e-09,8.21916426367437e-10,2.86422917645382,0.00418025446951551,0.0875898160803314
"20","nmf76","Height",0.152700674482932,0.168312511302136,0.0105215929315994,1.10223816543095,0.0689033821705579,0.134839187176211,-1.43357359915593e-08,7.93619075231746e-09,-1.80637492708616,0.0708597952717613,0.400290110310399
"22","nmf76","Intelligence",0.152700674482932,0.183588582356264,0.00807251399529896,1.20227748160199,0.0528649531027531,0.0001643181250567,4.2830084979743e-09,2.00706081482086e-09,2.13397046384794,0.0328451986646425,0.283838526396619
"23","nmf76","Depression",0.152700674482932,0.182156043231386,0.0102588478539254,1.19289612733011,0.0671827278344609,0.0044473125605565,2.0201378981735e-09,9.18554299319467e-10,2.19925800757796,0.0278595817710804,0.259190309010759
"28","nmf76","Type 2 Diabetes",0.152700674482932,0.136777613095051,0.0273901252438195,0.895723699703368,0.179371344210277,0.553996575397565,-4.42066211798816e-09,3.40290078087118e-09,-1.29908639794559,0.193914280543576,0.594551642666101
"29","nmf76","Parkinson Disease",0.152700674482932,0.223957776167174,0.0347238936418837,1.46664562501462,0.227398430029626,0.025393916826786,2.41706326582109e-09,2.63004888418155e-09,0.919018380364917,0.358085958371358,0.725260392843512
"30","nmf76","PTSD",0.152700674482932,0.150233279805433,0.0601819243586596,0.983841625547147,0.394116951758366,0.967196972841375,3.54157892611858e-10,2.77212913789042e-09,0.127756635782621,0.898341568394308,0.966940209266232
"32","nmf76","Schizophrenia",0.152700674482932,0.204737767987924,0.00966553128845411,1.34077841293889,0.0632972403113679,2.83924525688599e-07,1.7205271897028e-08,4.94396103545277e-09,3.48005815046889,0.000501304962392741,0.029414805881574
"35","nmf76","Education Years",0.152700674482932,0.184680000789945,0.00888479728990559,1.20942491849037,0.0581844010839565,0.000405631996368866,3.7750790912268e-09,1.64141539799554e-09,2.29989257797681,0.0214543066906353,0.227453039283309
"36","nmf76","Neuroticism",0.152700674482932,0.172773698271,0.00941576286278567,1.13145340618853,0.0616615669489929,0.0342312052817697,1.70060928122245e-09,1.45167558159455e-09,1.17148025549515,0.241405789698649,0.63073960311565
"37","nmf81","ADHD",0.133675011855916,0.142747551520776,0.0108411594971229,1.06787012425807,0.0811008680426243,0.4023063429131,-9.68366210788552e-10,2.79276610540982e-09,-0.346740892090013,0.728785986413954,0.914355488099006
"41","nmf81","Alzheimer Disease",0.133675011855916,0.199620696630844,0.0210877112579795,1.49332843782359,0.157753576866777,0.0017952433264787,2.37063801860306e-10,8.10415684461436e-10,0.292521241142868,0.769888121665199,0.919759688828012
"42","nmf81","Anorexia",0.133675011855916,0.145928850423822,0.0138969503680737,1.09166887960417,0.103960719173549,0.383972053939807,1.01220026112995e-09,5.44490018592788e-09,0.18589877253323,0.852524144800961,0.955721375620188
